"Step__r.External_ID__c","Object_Name__c","Field_Name__c","Operator__c","Order__c","Question_ID__c","String_Value__c","Boolean_Value__c"
"inflix_40_PP_Initial_Payload_78_days_","Request_Detail__c","string_value__c","equals","2.0","infliximabBiosimilarsDiagnosisParent1.fieldsetPP.PPInitialRenewal","initial","false"
"inflix_40_PP_Initial_Payload_78_days_","Request_Detail__c","string_value__c","contains","4.0","manual.diagnosis.secondary","initial","false"
"inflix_40_PP_Initial_Payload_78_days_","Request_Detail__c","string_value__c","contains","3.0","manual.diagnosis","plaque","false"
"inflix_40_PP_Initial_Payload_78_days_","Case","status","equals","1.0","","approved","false"
"inflix_50_Other_payloads_1_year","Request_Detail__c","string_Value__c","not equal to","5.0","infliximabBiosimilarsDiagnosisParent1.fieldsetPP.PPInitialRenewal","alternatedose","false"
"inflix_50_Other_payloads_1_year","Request_Detail__c","string_value__c","equals","8.0","infliximabBiosimilarsDiagnosisParent1.fieldsetPsA.PsAInitialRenewal","renewal1year","false"
"inflix_50_Other_payloads_1_year","Request_Detail__c","string_value__c","equals","9.0","infliximabBiosimilarsDiagnosisParent1.fieldsetAS.ASInitialRenewal","renewal1year","false"
"inflix_50_Other_payloads_1_year","Request_Detail__c","string_value__c","equals","7.0","infliximabBiosimilarsDiagnosisParent1.fieldsetAS.ASInitialRenewal","initial","false"
"inflix_50_Other_payloads_1_year","Request_Detail__c","string_value__c","equals","6.0","infliximabBiosimilarsDiagnosisParent1.fieldsetPsA.PsAInitialRenewal","initial","false"
"inflix_50_Other_payloads_1_year","Case","status","equals","1.0","","Approved","false"
"inflix_50_Other_payloads_1_year","Request_Detail__c","string_value__c","equals","2.0","infliximabBiosimilarsDiagnosisParent1.selectDiagnosis","PP","false"
"inflix_50_Other_payloads_1_year","Request_Detail__c","string_value__c","not equal to","3.0","infliximabBiosimilarsDiagnosisParent1.selectDiagnosis","other","false"
"inflix_50_Other_payloads_1_year","Request_Detail__c","string_value__c","equals","4.0","infliximabBiosimilarsDiagnosisParent1.fieldsetPP.PPInitialRenewal","renewal","false"
"inflix_60_IBD_initial_payload","Request_Detail__c","string_value__c","contains","6.0","manual.diagnosis","colitis","false"
"inflix_60_IBD_initial_payload","Request_Detail__c","string_value__c","equals","4.0","infliximabBiosimilarsDiagnosisParent1.uc.initialOrRenewalUC","initialUC","false"
"inflix_60_IBD_initial_payload","Request_Detail__c","string_value__c","equals","3.0","infliximabBiosimilarsDiagnosisParent1.criteriaWell1.fistulizingCr.initialOrRenewalFc","init","false"
"inflix_60_IBD_initial_payload","Request_Detail__c","string_value__c","equals","2.0","infliximabBiosimilarsDiagnosisParent1.criteriaWell1.crohnsCriteria.initialOrRenewalCr","init","false"
"inflix_60_IBD_initial_payload","Case","Status","equals","1.0","","Approved","false"
"inflix_60_IBD_initial_payload","Request_Detail__c","string_value__c","contains","7.0","manual.diagnosis","crohn","false"
"inflix_60_IBD_initial_payload","Request_Detail__c","string_value__c","contains","5.0","manual.diagnosis.secondary","initial","false"
"inflix_7_RA_AS_PsA_3_Year_Payload","Request_Detail__c","string_value__c","does not contain","8.0","manual.diagnosis","plaque","false"
"inflix_7_RA_AS_PsA_3_Year_Payload","Request_Detail__c","string_value__c","does not contain","9.0","manual.diagnosis","Hidradenitis","false"
"inflix_7_RA_AS_PsA_3_Year_Payload","Request_Detail__c","string_value__c","does not contain","6.0","manual.diagnosis","crohn","false"
"inflix_7_RA_AS_PsA_3_Year_Payload","Request_Detail__c","string_value__c","does not contain","7.0","manual.diagnosis","colitis","false"
"inflix_7_RA_AS_PsA_3_Year_Payload","Request_Detail__c","string_value__c","equals","5.0","manual.diagnosis.secondary","renewal 3 years","false"
"inflix_7_RA_AS_PsA_3_Year_Payload","Request_Detail__c","string_value__c","equals","2.0","infliximabBiosimilarsDiagnosisParent1.fieldset.raInitialRenewal","renewal3years","false"
"inflix_7_RA_AS_PsA_3_Year_Payload","Case","Status","equals","1.0","","Approved","false"
"inflix_7_RA_AS_PsA_3_Year_Payload","Request_Detail__c","string_value__c","equals","3.0","infliximabBiosimilarsDiagnosisParent1.fieldsetAS.ASInitialRenewal","renewal3years","false"
"inflix_7_RA_AS_PsA_3_Year_Payload","Request_Detail__c","string_value__c","equals","4.0","infliximabBiosimilarsDiagnosisParent1.fieldsetPsA.PsAInitialRenewal","renewal3years","false"
"inflix_8_E_forms_other_payload_1_year","Request_Detail__c","string_value__c","contains","2.0","infliximabBiosimilarsDiagnosisParent1.selectDiagnosis","other","false"
"inflix_8_E_forms_other_payload_1_year","Request_Detail__c","string_value__c","equals","3.0","infliximabBiosimilarsDiagnosisParent1.selectDiagnosis","AS","false"
"inflix_8_E_forms_other_payload_1_year","Case","status","equals","1.0","","Approved","false"
"inflix_8_E_forms_other_payload_1_year","Request_Detail__c","string_value__c","equals","6.0","infliximabBiosimilarsDiagnosisParent1.fieldsetPP.PPInitialRenewal","restart","false"
"inflix_8_E_forms_other_payload_1_year","Request_Detail__c","string_value__c","equals","5.0","infliximabBiosimilarsDiagnosisParent1.selectDiagnosis","PP","false"
"inflix_8_E_forms_other_payload_1_year","Request_Detail__c","string_value__c","equals","7.0","infliximabBiosimilarsDiagnosisParent1.fieldsetPP.PPInitialRenewal","alternatedose","false"
"inflix_8_E_forms_other_payload_1_year","Request_Detail__c","string_value__c","equals","4.0","infliximabBiosimilarsDiagnosisParent1.fieldsetAS.ASInitialRenewal","exceptionalRequestForAlternateDoseFrequencyPostInduction","false"
"inflix_8_RA_AS_PsA_Indefinite_Payload","Case","Status","equals","1.0","","Approved","false"
"inflix_8_RA_AS_PsA_Indefinite_Payload","Request_Detail__c","string_value__c","equals","3.0","infliximabBiosimilarsDiagnosisParent1.fieldsetAS.ASInitialRenewal","Indefinitecoverage","false"
"inflix_8_RA_AS_PsA_Indefinite_Payload","Request_Detail__c","string_value__c","equals","4.0","infliximabBiosimilarsDiagnosisParent1.fieldsetPsA.PsAInitialRenewal","Indefinitecoverage","false"
"inflix_8_RA_AS_PsA_Indefinite_Payload","Request_Detail__c","string_value__c","equals","2.0","infliximabBiosimilarsDiagnosisParent1.fieldset.raInitialRenewal","Indefinitecoverage","false"
"inflix_8_RA_AS_PsA_Indefinite_Payload","Request_Detail__c","string_value__c","contains","5.0","manual.diagnosis.secondary","indefinite","false"
"inflix_8_RA_AS_PsA_Indefinite_Payload","Request_Detail__c","string_value__c","does not contain","9.0","manual.diagnosis","Hidradenitis","false"
"inflix_8_RA_AS_PsA_Indefinite_Payload","Request_Detail__c","string_value__c","does not contain","8.0","manual.diagnosis","plaque","false"
"inflix_8_RA_AS_PsA_Indefinite_Payload","Request_Detail__c","string_value__c","does not contain","7.0","manual.diagnosis","colitis","false"
"inflix_8_RA_AS_PsA_Indefinite_Payload","Request_Detail__c","string_value__c","does not contain","6.0","manual.diagnosis","crohn","false"
"inflix_9_Manual_Payloads_1_Year","Request_Detail__c","string_value__c","equals","6.0","infliximabBiosimilarsDiagnosisParent1.selectDiagnosis","RA","false"
"inflix_9_Manual_Payloads_1_Year","Request_Detail__c","string_value__c","does not contain","4.0","manual.diagnosis","colitis","false"
"inflix_9_Manual_Payloads_1_Year","Request_Detail__c","string_value__c","does not contain","3.0","manual.diagnosis","crohn","false"
"inflix_9_Manual_Payloads_1_Year","Request_Detail__c","string_value__c","does not contain","2.0","manual.diagnosis","plaque","false"
"inflix_9_Manual_Payloads_1_Year","Case","Status","equals","1.0","","Approved","false"
"inflix_9_Manual_Payloads_1_Year","Request_Detail__c","string_value__c","contains","5.0","manual.diagnosis.secondary","initial","false"
"inflix_9_Manual_Payloads_1_Year","Request_Detail__c","string_value__c","equals","7.0","infliximabBiosimilarsDiagnosisParent1.ra.raInitialRenewal","initial","false"
"INRtestingdevice_1_Payload_on_approval_initial_device_strips","Request_Detail__c","string_value__c","contains","3.0","otherMedExceptionalNonBenefit1.initialCoverageOrRenewal.initialOrRenewal","initial","false"
"INRtestingdevice_1_Payload_on_approval_initial_device_strips","Case","Status","equals","1.0","","Approved","false"
"INRtestingdevice_1_Payload_on_approval_initial_device_strips","Request_Detail__c","string_value__c","contains","2.0","manual.diagnosis","initial","false"
"INRtestingdevice_2_Payload_on_approval_renewal_strips_only","Request_Detail__c","string_value__c","contains","3.0","otherMedExceptionalNonBenefit1.initialCoverageOrRenewal.initialOrRenewal","renewal","false"
"INRtestingdevice_2_Payload_on_approval_renewal_strips_only","Case","Status","equals","1.0","","Approved","false"
"INRtestingdevice_2_Payload_on_approval_renewal_strips_only","Request_Detail__c","string_value__c","contains","2.0","manual.diagnosis","renewal","false"
"insulin_NPH_pork_200_Pharmanet Payload if Approved","Case","Status","equals","1.0","","Approved","false"
"insulin_R_500_200_Pharmanet Payload if Approved","Case","Status","equals","1.0","","Approved","false"
"interferonA_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"interferonA_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"interferonB1B_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"interferonB1B_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"ironisomaltoside_100_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"ironsucrose_100_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"isavuconazole_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"isavuconazole_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"ismn_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"ismn_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"itraconazole_200_Pharmanet_Payload_if_Approved","Request_Detail__c","string_value__c","equals","2.0","manual.diagnosis","Immunocompromised patient","false"
"itraconazole_200_Pharmanet_Payload_if_Approved","Request_Detail__c","string_value__c","equals","3.0","itraconazole1.criteriaWell1.diagnosis","immunocompromised","false"
"itraconazole_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"itraconazole_300_Severe_Onychomycosis","Case","Status","equals","1.0","","Approved","false"
"itraconazole_300_Severe_Onychomycosis","Request_Detail__c","string_value__c","equals","3.0","itraconazole1.criteriaWell1.diagnosis","onychomycosis","false"
"itraconazole_300_Severe_Onychomycosis","Request_Detail__c","string_value__c","equals","2.0","manual.diagnosis","Pulse treatment for severe onychomycosis with functional disability","false"
"itraconazole_400_Other_None_3_Month_Payload_","Request_Detail__c","string_value__c","equals","3.0","manual.diagnosis","None","false"
"itraconazole_400_Other_None_3_Month_Payload_","Request_Detail__c","string_value__c","equals","4.0","itraconazole1.criteriaWell1.diagnosis","other","false"
"itraconazole_400_Other_None_3_Month_Payload_","Case","Status","equals","1.0","","Approved","false"
"itraconazole_400_Other_None_3_Month_Payload_","Request_Detail__c","string_value__c","equals","2.0","manual.diagnosis","Other","false"
"itraconazole_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"ivabradine_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"ivabradine_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"ixekiz_10_Assign_to_PP_queue_where_appropriate","Request_Detail__c","string_value__c","equals","1.0","ixekizumabParent1.criteriaWell1.ppInitialRenewal","initial","false"
"ixekiz_10_Assign_to_PP_queue_where_appropriate","Request_Detail__c","string_value__c","contains","2.0","manual.diagnosis","plaque","false"
"ixekiz_20_off_label_AR_queue_routing","Request_Detail__c","string_value__c","equals","3.0","ixekizumabParent1.criteriaWell1.diagnosis","other","false"
"ixekiz_20_off_label_AR_queue_routing","Request_Detail__c","string_value__c","equals","2.0","manual.diagnosis","none","false"
"ixekiz_20_off_label_AR_queue_routing","Request_Detail__c","string_value__c","equals","1.0","manual.diagnosis","other","false"
"ixekiz_30_Pharmanet_Payload_PP_Initial_112_days","Case","status","equals","1.0","","approved","false"
"ixekiz_30_Pharmanet_Payload_PP_Initial_112_days","Request_Detail__c","string_value__c","equals","2.0","ixekizumabParent1.criteriaWell1.ppInitialRenewal","initial","false"
"ixekiz_30_Pharmanet_Payload_PP_Initial_112_days","Request_Detail__c","string_value__c","contains","4.0","manual.diagnosis.secondary","initial","false"
"ixekiz_30_Pharmanet_Payload_PP_Initial_112_days","Request_Detail__c","string_value__c","contains","3.0","manual.diagnosis","plaque","false"
"ixekiz_40_Pharmanet_Payload_1_year","Request_Detail__c","string_value__c","does not contain","6.0","manual.diagnosis","plaque","false"
"ixekiz_40_Pharmanet_Payload_1_year","Request_Detail__c","string_value__c","not equal to","5.0","manual.diagnosis","","false"
"ixekiz_40_Pharmanet_Payload_1_year","Request_Detail__c","string_value__c","not equal to","4.0","IxekizumabParent1.criteriaWell1.diagnosis","PlaquePsoriasis","false"
"ixekiz_40_Pharmanet_Payload_1_year","Request_Detail__c","string_value__c","does not contain","7.0","manual.diagnosis.secondary","initial","false"
"ixekiz_40_Pharmanet_Payload_1_year","Case","status","equals","1.0","","approved","false"
"ixekiz_40_Pharmanet_Payload_1_year","Request_Detail__c","string_value__c","not equal to","2.0","ixekizumabParent1.criteriaWell1.diagnosis","","false"
"ixekiz_40_Pharmanet_Payload_1_year","Request_Detail__c","string_value__c","not equal to","3.0","ixekizumabParent1.criteriaWell1.ppInitialRenewal","initial","false"
"ketamine10_1_PharmaNet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"ketamine50_1_PharmaNet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"LABAflutsalm_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"LABAflutsalm_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"LABAflutvila_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"LABAflutvila_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"LABAform_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"LABAform_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"LABAformbude_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"LABAformbude_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"LABAformmom_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"LABAformmom_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"LABAindamome_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"LABAindamome_50_Assign_to_Urgent_if_Phone","Case","Origin","contains","1.0","","Phone","false"
"LABAsalm_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"LABAsalm_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"lacolaco_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"lacolaco_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"lacopera_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"lacopera_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"lactulose_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"lactulose_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"LAinsulinbasa_100_AA_Adjudication","Request_Detail__c","string_value__c","not equal to","1.0","longActingInsul1.criteriaWell1.diagnosis","other","false"
