"OwnerId","Approval_Details__c","Auto_Adjudication_Requirements__c","Auto_Push_to_Pharmanet__c","Auto_Validate_Patient__c","Auto_Validate_Provider__c","Brand_Drug_Name__c","CDEC_Recommendation__c","Criteria_Website__c","DBC_R_R__c","Drug_Code__c","Drug_Review_Results__c","Form__c","Health_Canada_monograph__c","PharmaNet_RDP_code__c","Pharmacist_Notes__c","Practitioner_Exemptions__c","Special_Notes__c","Strength__c","Tech_Sheet__c","Name"
"00G5W000000MiSjUAK","","","false","false","false","Metadol","","","","methadone_liquid","","liquid","","2247694","","","","1 mg / mL","","methadone 1mg/mL oral solution"
"00G5W000000MiSjUAK","Exceptional coverage provided due to patient specific factors. If renewal is required, please provide details demonstrating benefit and tolerability, as well as current dose. Thank you.","","false","false","false","Metadol","","","","methadone_tablets","","tablets","","9901-0252","","","","1, 5, 10, 25 mg","","Methadone tablets"
"00G5W000000MiSjUAK","","","false","false","false","Methadose Dye & Sugar Free Unflavored","","","","methadose_dye_free","","liquid","","9901-0235","","","<p><strong>** EXCEPTIONAL PLAN Z FOR OAT</strong></p>

<p>┬á</p>

<p>Also exclude: UI and ____</p>

<p>Note: ____ = The┬á<strong>active</strong>┬ádeductible associated plan (e.g., IA, I2, JK, etc.) - see which one under &quot;Value&quot; in the &quot;Patient Benefits&quot; column</p>

<p>┬á</p>

<p>Example for Excluded Plans</p>

<p>D, S, P, UI, I2</p>

<p>┬á</p>

<p>** Note, check SA PNP to see which plans were excluded. On Salesforce, it the &quot;submitted payload&quot; will default to D, S, P (and not include UI and ___).</p>","10 mg / mL","","Methadone Dye & Sugar Free Unflavored (excep)"
"00G5W000000MXTvUAO","","","false","false","false","","","","","methotrexatePFsyringe","","Injectable","","9901-0265","","Rheumatologists","","25 mg/mL (available in doses of 7.5 mg, 10 mg, 15 mg, 20 mg and 25 mg)","","methotrexate injectable pre-filled syringes"
"00G5W000000MXTvUAO","","","false","false","false","","","","","methotrexateVial","","Injectable","","9901-0059","","Rheumatologists","","10 mg/mL (available in 2 mL vials) and 25 mg/mL (available in 2 mL and 20 mL vials, with or without preservative)","","methotrexate injectable vials"
"00G5W000000MiSiUAK","","","false","false","false","Celontin (Old Brand Name)┬á","","","","methsuximide","","tablet","","6612-9129","","","","300 mg capsule","","methsuximide"
"00G5W000000MXTxUAO","Exceptional coverage provided based on patient specific factors.","","false","false","false","Versed","","","","midazolam_inj","","Injectable","","9901-0271","","","","5 mg / mL injection","","midazolam (Palliative Benefit)"
"00G5W000000MiSiUAK","","","false","false","false","Impavido","","","","miltefosine","","tablet","","66128802","","","","50 mg capsules","","miltefosine"
"00G5W000000MXTvUAO","PLEASE NOTE: Exceptional coverage of brand Novorapid and Humalog has also been approved for 1 year. Coverage policy may change with advance notice as compatibility data of insulin pumps and biosimilar insulins becomes available.","","false","false","false","MiniMed 670G, 770G or 780G insulin pump by Medtronic","","","","miniMed","","","","9902-0002","","","","","","MiniMed 670G, 770G or 780G Insulin Pump"
"00G5W000000MiSiUAK","","","false","false","false","Myrbetriq","","","","mirabegron","https://fmdb.hlth.gov.bc.ca/AttachmentRetrievalServlet?sub=7162","tablet","","9901-0346","This medication is not eligible for PharmaCare coverage.
However, solifenacin is available for coverage of OAB. Thank you","","","25, 50 mg","","mirabegron"
"00G5W000000MXTmUAO","","","false","false","false","Omvoh","","","","mirikizumab","","","","9901-0472","","","","300mg/15mL, 100mg/1mL","","mirikizumab"
"00G5W000000MXTxUAO","","","false","false","false","Cellcept and generics","","","","mmf","","tablet","","9901-0122","","","","250mg, 500mg","","mycophenolate mofetil"
"00G5W000000MiSjUAK","","","false","false","false","Cellcept","","","","mmf_suspension","","","","9901-0327","","","","200mg/mL","","mycophenolate mofetil 200mg/mL suspension (exceptional)"
"00G5W000000MXTvUAO","","","false","false","false","Alertec and generics","","","","modafinil","","tablet","","9901-0131","","","","100mg","","modafinil"
"00G5W000000MXTvUAO","","","false","false","false","Nasonex","","","","mometNS","","spray","","9901-0187","","","","nasal spray","","mometasone"
"00G5W000000MXTvUAO","","","false","false","false","Monoprost","","","","monoprost","","","","9901-0456","","","","50 mcg/mL","","Monoprost PF eyedrops (exceptional)"
"00G5W000000MiSiUAK","","","false","false","false","Singulair","","","","montelukast","","tablet","","9901-0139","","","For post allogenic stem cell requests:<br><span style=""font-size: 10pt;""><span style=""font-family: Calibri,sans-serif;"">Thank you for the helpful information. Exceptional coverage approved.</span></span><br><span style=""font-size: 10pt;""><span style=""font-family: Calibri,sans-serif;"">For future renewals please provide similar details of ongoing benefit/efficacy seen (e.g., stabilization of FEV1), need for ongoing use, and details of treatment plan at time of renewal.</span></span><br>┬á","4, 5, 10 mg","","montelukast"
"00G5W000000MiSjUAK","Exceptional coverage provided due to patient specific factors. If renewal is required, please provide details demonstrating benefit and tolerability, as well as current dose. Thank you.","","false","false","false","Myfortic","","","","mycophenolate_sodium","","tablet","","9901-0258","","","","180, 360 mg","","mycophenolate sodium"
"00G5W000000MXTvUAO","","","false","false","false","Relafen and generics","","","","nabumetone","","tablet","","0041-0080","","Rheumatologists","","500mg, 750mg","","nabumetone"
"00G5W000000MXTxUAO","","","false","true","true","Fraxiparin","","","","nadroparin","","Injectable","","9901-0103","","","","2850IU, 3800IU, 5700IU, 9500IU, 11400IU, 15200IU, 19000IU","https://hlth.sp.gov.bc.ca/sites/HLTHSP/HSIMT/SP/SAT/Shared%20Documents/PDF%20Tech%20Sheets/LMWH%20Dalteparin%20Enoxaparin%20Nadroparin%20Tinzaparin.pdf","nadroparin"
"00G5W000000MiSjUAK","Benefit Medication:
Naltrexone 50mg tablets are a regular Fair PharmaCare benefit (effective April 20, 2023). A Special Authority application is not needed for coverage. Please note, medications are subject to patient eligibility, deductibles if applicable, and the Low Cost Alternative price. Thank you.
https://pharmacareformularysearch.gov.bc.ca/faces/Search.xhtml","","false","false","false","Revia","","","","naltrexone","","tablet","","9901-0144","","","<p><strong>Benefit Medication:</strong></p><p>Naltrexone 50mg tablets are a regular Fair PharmaCare benefit (effective April 20, 2023). A Special Authority application is not needed for coverage. Please note, medications are subject to patient eligibility, deductibles if applicable, and the Low Cost Alternative price. Thank you.┬á</p><p>https://pharmacareformularysearch.gov.bc.ca/faces/Search.xhtml</p>","50 mg","","naltrexone"
"00G5W000000MXTvUAO","","","false","false","false","Naprosyn and generics","","","","naproEC","","tablet","","0041-0050","","Rheumatologists","","250mg, 375mg, 500 mg","","naproxen EC"
"00G5W000000MXTpUAO","","","false","false","false","Tysabri","","","","natalizumab","","","","9901-0188","","","","300mg IV","","natalizumab"
"00G5W000000MXTvUAO","","","false","false","false","Pulmicort and generics","","","","nebulesbude","","nebules","","9901-0058","","","","nebules 0.25mg/2mL, 0.5mg/2mL, 1mg/2mL","","budesonide nebules"
"00G5W000000MXTvUAO","","","false","false","false","Intal and generics","","","","nebulescrom","","nebules","","9901-0058","","","","nebules 20mg/2mL","","sodium cromoglycate"
"00G5W000000MXTvUAO","","","false","false","false","generics of Atrovent","","","","nebulesipra","","nebules","","9901-0058","","","This approval includes the following nebules: salbutamol, ipratropium, budesonide, cromolyn, and ipratropium + salbutamol combination nebules.┬á","250mg/mL","","ipratropium nebules"
"00G5W000000MXTvUAO","","","false","false","false","Combivent and generics","","","","nebulesiprasalb","","nebules","","9901-0058","","","","2.5mg/0.5mg","","ipratropium + salbutamol nebules"
"00G5W000000MXTvUAO","","","false","false","false","Ventolin and generics","","","","nebulessalb","","nebules","","9901-0058","","","This approval includes the following nebules: salbutamol, ipratropium, budesonide, cromolyn, and ipratropium + salbutamol combination nebules.┬á","nebules 1mg/mL, 2mg/mL, 5mg/mL","","salbutamol nebules"
"00G5W000000MXTxUAO","","","false","false","false","Akynzeo","","","","netupitant","","","","9901-0329","","","","300mg/0.5mg","","netupitant/palonosetron"
"00G5W000000MiSiUAK","","","false","false","false","Neupogen","","","","neupogen","","","","9901-0166","","","","300 mcg / mL vials","","filgrastim (Neupogen type)"
"00G5W000000MiSiUAK","","","false","false","false","Niodan","","","","niacin","","tablet","","9901-0176","","","","500 mg","","niacin ER"
"00G5W000000MiSiUAK","","","false","false","false","Adalat","","","","nifedipine","","tablet","","9901-0221","","","","5, 10 mg","","nifedipine"
"00G5W000000MXTnUAO","","","false","true","true","Ofev","","","","nintedanib","","","","9901-0295","","","","100mg, 150mg","","nintedanib"
"00G5W000000MXTxUAO","","","false","false","false","Orfadin","","","","nitisinone","","","","9901-0358","","","","2mg, 5mg, 10mg, 20mg","","nitisinone"
"00G5W000000MiSiUAK","","","false","false","false","","","","","no_limit_bgts","","test strips","","9901-0250","","","<p>Exceptional coverage approved due to patient specific factors.</p><p>┬á</p><p>Please note, to allow coverage for unlimited blood glucose test strips for the period provided by this approval, please have the dispensing pharmacy bill the unlimited PIN# by replacing the second number of the listed PharmaCare PIN with &quot;9&quot; (e.g., One Touch Verio PIN is 44123049, now bill PIN 49123049).</p><p>┬á</p><p>After the 6 months, patients can use the regular PIN for blood glucose test strips provided on the PharmaCare website:</p><p>https://www2.gov.bc.ca/gov/content/health/practitioner-professional-resources/pharmacare/pharmacies/product-identification-numbers/diabetes-product-identification-numbers-pins</p><p>┬á</p><p>Coverage for the Dexcom G6 transmitter and sensor has now been terminated. Thank you.</p>","","","no limit blood glucose test strips"
"00G5W000000MiSiUAK","Exceptional coverage provided due to patient specific factors.","","false","true","true","NovoMix","","","","novomix","","","","9901-0388","","","","30/70","","insulin aspart/protamine NovoMix"
"00G5W000000MiSiUAK","Exceptional coverage provided due to patient specific factors","","false","true","true","Novorapid 100 U/mL","","","","novorapid","","","","9901-0385","","","","100 U/mL","","insulin aspart Novorapid 100 U/mL"
"00G5W000000MXTvUAO","","","true","true","true","Nicorette / Nicoderm","","","","NRT","","Nicotine patches, gum, lozenges","","9901-0146","","","Patient and Pharmacist must sign smoking cessation document at each fill.┬á<br>Coverage is not provided for a greater than 12 weeks supply per calendar year (not eligible or approved for more than a 12 week supply total per calendar year).┬á<br>---<br>BC Smoking Cessation program provides 12 weeks coverage of a smoking cessation product in a calendar year. This patient has already received maximum coverage for this calendar year.┬á<br>Patient will qualify for 12 weeks coverage starting Jan 1 of the next calendar year┬á","7mg, 14mg, 21mg patches,  2mg, 4 mg gum, 2mg, 4 mg lozenges","https://hlth.sp.gov.bc.ca/sites/HLTHSP/HSIMT/SP/SAT/Shared%20Documents/PDF%20Tech%20Sheets/nicotine%20NRT%20exceptional-approvals.pdf","NRT"
"00G5W000000MXTvUAO","","","false","false","false","Dolobid and generics","","","","NSAIDdiflu","","tablet","","0041-0080","","","","250mg, 500mg","","diflunisal"
"00G5W000000MXTvUAO","","","false","false","false","Froben and generics","","","","NSAIDflur","","tablet","","0041-0011","","","","50mg, 100mg","","flurbiprofen"
"00G5W000000MXTvUAO","","","false","false","false","Indocid and generics","","","","NSAIDindo","","tablet","","0041-0080","","","","25mg, 50mg","","indomethacin"
"00G5W000000MXTvUAO","","","false","false","false","Orudis and generics","","","","NSAIDketo","","tablet","","0041-0080","","","","50, 100mg","","ketoprofen"
"00G5W000000MXTvUAO","","","false","false","false","Rhovail and generics","","","","NSAIDketoSR","","tablet","","0041-0080","","","","200mg","","ketoprofen SR"
"00G5W000000MXTlUAO","Please note: As per Product Monograph revision on Sep 16, 2022, obeticholic acid is contraindicated in PBC patients with decompensated cirrhosis, or a prior decompensation event, or with compensated cirrhosis who have evidence of portal hypertension. Please refer to the Product Monograph for obeticholic acid for further details.","","false","false","false","Ocaliva","","","","OBE","","tablet","","9901-0310","","","","5mg, 10mg","","obeticholic acid"
"00G5W000000MXTpUAO","","","false","true","true","Ocrevus","","","","ocrelizumab","","","","9901-0350","","","","300mg/10mL","","ocrelizumab"
"00G5W000000MiSiUAK","","","false","false","false","Sandostatin","","","","octreotide","","","","9901-0170","","","","50, 100, 200, 500 mcg / mL","","octreotide"
"00G5W000000MXTxUAO","","","false","false","false","Ocuflox and generics","","","","ofloxacin","","eyedrops","","9901-0140","","Opthalmologists","","0.3% ophthalmic drops","","ofloxacin ophthalmic drops"
"00G5W000000MXTxUAO","","","false","false","false","Zyprexa and generics","","","","olan","","tablet","","9901-0001","","","<p><span style=""background-color: #ffffff; color: #3e3e3c;"">This approval includes PharmaCare eligible oral formulations of aripiprazole, brexpiprazole, olanzapine and ziprasidone.</span></p>","2.5mg, 5mg, 7.5mg, 10mg, 15mg, 20mg","https://hlth.sp.gov.bc.ca/sites/HLTHSP/HSIMT/SP/SAT/Shared%20Documents/PDF%20Tech%20Sheets/olanzapine.pdf","olanzapine"
"0055W000000LTcsQAG","Exceptional coverage provided due to patient specific reason(s).

Coverage has been provided up to ______mg every ____ weeks. Billing above this amount to PharmaCare may result in discontinuation of coverage.","","false","true","true","Xolair","https://www.cadth.ca/sites/default/files/cdr/complete/cdr_complete_SR0398_Xolair-CIU_May-11-15.pdf","","","omalizumabPFS","https://fmdb.hlth.gov.bc.ca/AttachmentRetrievalServlet?sub=7336","","https://pdf.hres.ca/dpd_pm/00062845.PDF","","","","<p>Non-benefit (exceptional)</p>

<p><span style=""background-color: #ffffff; color: #172b4d; font-size: 14px;"">PFS RDP 9901 0390 is used for doses not divisible by 150 mg (eg 225 mg, 375 mg dosages) for price and wastage or for latex allergy with vials, but not for patient convenience<br><br>oma initial:<br>Dose - <br># daytime sx: <br># nighttime awakenings: <br># exacerbations requiring hospital/ER<br># exacerbations requiring prednisone<br>prednisone fills:<br>ACQ 5:<br><br><br>oma renewal:<br>Dose - <br># daytime sx: <br># nighttime awakenings: <br># exacerbations requiring hospital/ER<br># exacerbations requiring prednisone<br>prednisone fills:<br>ACQ 5:</span><br> </p>","150 mg/mL (DIN: 2459795) and 75 mg/0.5 PFS (DIN: 2459787)","","omalizumab prefilled syringes"
